1	1	0.397073
2	1	1.22726
3	1	1.50002
4	1	0.962913
5	1	0.247317
6	1	0.0784658
7	1	0.481204
8	1	0.898505
9	1	0.669431
10	1	0.518459
11	1	0.901561
12	1	0.419838
13	1	0.511475
14	1	0.929795
15	1	0.663665
16	1	0.467518
17	1	0.812711
18	1	0.908985
19	1	0.375849
20	1	0.676701
21	1	1.03367
22	1	0.769048
23	1	0.38769
24	1	0.399048
25	1	0.97438
26	1	1.21763
27	1	0.801169
28	1	0.714177
29	1	1.1413
30	1	0.694953
31	1	0.33459
32	1	0.934566
33	1	0.706241
34	1	0.520645
35	1	0.579329
36	1	0.794468
37	1	1.01335
38	1	0.717206
39	1	0.697367
40	1	0.806531
41	1	0.294938
42	1	0.616633
43	1	1.17316
44	1	1.13521
45	1	0.65848
46	1	0.162951
47	1	0.177336
48	1	0.293733
49	1	0.391072
50	1	0.44502
51	1	0.365334
52	1	0.396924
53	1	0.522534
54	1	0.632641
55	1	0.991961
56	1	0.934555
57	1	0.569413
58	1	0.711103
59	1	0.500092
60	1	0.534607
61	1	0.67551
62	1	0.302043
63	1	0.338182
64	1	0.757603
65	1	0.717647
66	1	0.287839
67	1	0.814533
68	1	0.635696
69	1	0.25671
70	1	0.584519
71	1	0.815552
72	1	1.21739
73	1	0.866541
74	1	1.12136
75	1	1.20829
76	1	0.275537
77	1	0.770816
78	1	0.517103
79	1	0.61859
80	1	1.08599
81	1	0.633136
82	1	0.355665
83	1	0.591227
84	1	0.581259
85	1	0.351536
86	1	0.186084
87	1	0.405011
88	1	0.516861
89	1	0.834614
90	1	0.804723
91	1	0.344204
92	1	0.375944
93	1	0.310299
94	1	0.208009
95	1	0.232647
96	1	0.523184
97	1	0.615726
98	1	0.333161
99	1	0.622712
100	1	0.602697
1	2	0.663568
2	2	0.576577
3	2	0.555552
4	2	0.490491
5	2	0.466815
6	2	1.31948
7	2	1.11979
8	2	0.334735
9	2	0.402916
10	2	0.296646
11	2	0.588238
12	2	0.257582
13	2	0.520287
14	2	0.694798
15	2	0.473001
16	2	0.163266
17	2	0.858428
18	2	1.11498
19	2	0.508912
20	2	0.597384
21	2	0.861211
22	2	0.492279
23	2	0.224493
24	2	0.601029
25	2	0.383675
26	2	0.192926
27	2	0.121871
28	2	0.719441
29	2	1.27915
30	2	0.612076
31	2	0.828401
32	2	1.56291
33	2	1.05566
34	2	0.0836296
35	2	0.422523
36	2	0.312198
37	2	0.53125
38	2	0.534151
39	2	0.309286
40	2	0.811547
41	2	0.676224
42	2	0.60912
43	2	0.525565
44	2	0.512984
45	2	0.663568
46	2	0.576577
47	2	0.555552
48	2	0.490491
49	2	0.466815
50	2	1.31948
51	2	1.11979
52	2	0.334735
53	2	0.402916
54	2	0.296646
55	2	0.588238
56	2	0.257582
57	2	0.520287
58	2	0.694798
59	2	0.473001
60	2	0.163266
61	2	0.858428
62	2	1.11498
63	2	0.508912
64	2	0.597384
65	2	0.861211
66	2	0.492279
67	2	0.224493
68	2	0.601029
69	2	0.383675
70	2	0.192926
71	2	0.121871
72	2	0.719441
73	2	1.27915
74	2	0.612076
75	2	0.828401
76	2	1.56291
77	2	1.05566
78	2	0.0836296
79	2	0.422523
80	2	0.312198
81	2	0.53125
82	2	0.534151
83	2	0.309286
84	2	0.811547
85	2	0.676224
86	2	0.60912
87	2	0.525565
88	2	0.512984
89	2	0.663568
90	2	0.576577
91	2	0.555552
92	2	0.490491
93	2	0.466815
94	2	1.31948
95	2	1.11979
96	2	0.334735
97	2	0.402916
98	2	0.296646
99	2	0.588238
100	2	0.257582
